,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,stim_amp,threshold_v,peak_v,trough_v,fast_trough_v,adp_v,width,upstroke_downstroke_ratio,peak_t,fast_trough_t,trough_t,rheo_first_isi,v_baseline,rheobase_i,fi_fit_slope,sag,vm_for_sag,input_resistance,tau
601506507.0,0.14876404494382187,3.0000600012000245,0.01893999999999996,0.14876404494382187,0.034440000000000026,0.022249999999999992,0.022249999999999992,70.0,-33.843753814697266,22.25,-45.0,-44.62500381469727,,0.0008399999999999519,3.1033445936097093,0.6414,0.64354,0.64432,0.08041999999999994,-73.26687177022299,29.99999809265137,0.06151364508418484,0.013308585621416569,-99.6875,222.9165732860565,0.01168867941708958
601790961.0,0.20960533746599336,8.000160003200065,0.023479999999999945,1.0965321022292045,0.028739999999999988,0.12085714285714287,0.05242000000000013,150.0,-54.09375381469727,6.78125,-68.25,-68.03125,,0.0005399999999999848,2.100436206191834,0.5824400000000001,0.5837399999999999,0.5838800000000001,,-80.49093484878541,110.0,0.3923907451068183,0.035204436630010605,-98.50000762939452,157.42181241512301,0.0174862794625259
601803754.0,,1.0000200004000082,,,0.09187999999999996,,,130.0,-33.28125,38.125,-49.625,-49.00000381469727,,0.000439999999999996,1.9883578894113856,0.79508,0.79602,0.81426,,-65.99248123168945,90.0,0.14210202733441754,0.21267974376678467,-87.59375762939453,176.53851211071014,0.02139195706920776
601808698.0,0.034133114674911674,24.0004800096002,0.014920000000000044,0.4332771362183086,0.013700000000000044,0.04133130434782609,0.036920000000000064,90.0,-49.84375,18.718751907348636,-60.25000381469727,-59.46875381469727,-58.56250381469727,0.000399999999999956,2.0927992464589606,0.5660399999999999,0.56704,0.5780799999999999,0.5368999999999999,-67.4596677507673,40.0,0.10965637312801027,0.08625856041908264,-91.28125762939452,212.3698592185974,0.016649720169761285
601810307.0,0.023364393767029312,14.000280005600116,0.045400000000000114,0.4087614661512205,0.03933999999999993,0.0737723076923077,0.06816,130.0,-32.53125,26.125,-50.59375381469727,-50.53125381469727,-47.375,0.00038000000000004697,1.7291165634517456,0.5665199999999999,0.5673199999999999,0.5673999999999999,0.13725999999999994,-64.81024417361697,80.0,0.4344618118536896,0.2782118916511536,-86.3125,176.1718988418579,0.011044445420957614
601811091.0,0.011370246366331604,23.000460009200182,0.030559999999999917,0.1019469945750164,0.037120000000000035,0.04319272727272728,0.04328999999999994,90.0,-33.156253814697266,-3.7500002384185787,-50.43750381469727,-49.00000381469727,,0.0010199999999997988,2.5288681003388853,0.6096999999999999,0.6127799999999999,0.6158600000000001,0.10264000000000006,-67.6740858895438,50.0,0.38659074339787947,0.020449982956051826,-98.875,407.9427421092987,0.037948493646008816
602231708.0,0.18786588610964072,3.0000600012000245,0.015259999999999831,0.18786588610964072,0.013600000000000056,0.018789999999999973,0.018789999999999973,70.0,-50.03125381469727,25.875001907348636,-61.68750381469727,-61.46875381469727,,0.0007200000000000539,2.1847484488719253,0.54308,0.54498,0.54532,,-73.14400982034617,29.99999809265137,0.027987692143722737,0.15535564720630646,-96.78125,723.7712144851685,0.035424137337666285
602535278.0,0.0904005236379763,5.000100002000041,0.03927999999999998,0.24196120019474066,0.03815999999999997,0.051815,0.05001,130.0,-41.25,18.0625,-54.25,-54.21875381469727,,0.0005599999999998938,1.9341827104659768,0.6346400000000001,0.63602,0.6360399999999999,,-70.28506469726561,90.0,0.35025211637773984,0.20366030931472776,-96.31250762939452,224.73958134651184,0.01943921849417041
604626221.0,0.10278156252698292,4.000080001600033,0.015419999999999991,0.1652355645846473,0.013479999999999936,0.019513333333333344,0.01981999999999995,70.0,-38.78125,25.031251907348636,-53.46875381469727,-52.28125381469727,,0.000740000000000185,2.86371275193492,0.60242,0.6044400000000001,0.60992,,-65.3374919184932,20.0,0.09236400068802797,0.05104578286409378,-99.43750762939452,313.41153383255005,0.014042910506556162
604646725.0,,2.0000400008000163,0.022620000000000084,0.0,0.0250999999999999,0.022620000000000084,0.022620000000000084,90.0,-35.437503814697266,30.156251907348636,-46.34375,-46.28125381469727,,0.0007200000000000539,2.94685620329946,0.5653999999999999,0.5672999999999999,0.56738,0.051220000000000036,-70.04945057836072,50.0,0.018589764832757424,0.03353674709796905,-97.78125762939452,256.2499046325684,0.01822031323190232
605060256.0,,2.0000400008000163,0.048339999999999834,0.0,0.019260000000000055,0.048339999999999834,0.048339999999999834,130.0,-34.15625,12.312500953674315,-44.68750381469727,-40.96875381469727,,0.0010199999999997988,3.2434655323002537,0.5617000000000001,0.5647199999999999,0.5809199999999999,,-68.02804255485536,90.0,0.016697823800033568,0.10027866810560226,-91.78125,220.9635674953461,0.020623674070230736
605160536.0,0.08197245800019756,17.000340006800133,0.007319999999999994,1.9932061074934213,0.01981999999999995,0.056915000000000014,0.0202,70.0,-37.71875,18.406251907348636,-46.25,-46.09375,,0.0006800000000000138,3.085904698919567,0.6249600000000001,0.6268799999999999,0.6270800000000001,0.01930000000000009,-65.94090065589317,29.99999809265137,0.2635145840766306,0.11132929474115373,-99.03125762939452,409.1146886348725,0.01915262468290749
606098116.0,0.004923765465555793,41.000820016400326,0.019360000000000044,0.19310625377337928,0.05353999999999992,0.023636,0.022780000000000026,420.0,-33.34375,13.093750953674315,-53.81250381469727,-53.78125381469727,,0.0004599999999999049,1.5776162132995284,0.6027,0.6038399999999999,0.6040000000000001,0.03166000000000002,-74.31004744309645,370.0,0.8071590003228609,0.0395757332444191,-84.43750762939453,76.56259089708328,0.006061144141440406
606271263.0,0.0021410027004772586,77.00154003080063,0.009219999999999784,0.1414441361395225,0.009640000000000093,0.012962105263157893,0.012850000000000028,190.0,-35.5,15.000000953674315,-58.81250381469727,-58.81250381469727,,0.000460000000000127,1.1488579235925105,0.52068,0.5216000000000001,0.5216000000000001,0.022179999999999863,-71.5711294638144,150.0,1.2273389911540251,0.0036771015729755155,-87.84375,144.27076280117038,0.007540485079459836
606308411.0,0.091789004504684,5.000100002000041,0.014060000000000185,0.1958912934127967,0.014319999999999887,0.020080000000000042,0.02089999999999992,230.0,-31.281251907348636,22.187501907348636,-51.6875,-51.50000381469727,,0.00034000000000000696,1.5546941674997716,0.5348200000000001,0.5356799999999999,0.5358399999999999,,-72.8353983561198,180.0,0.7603145525292264,0.05581676959991455,-86.65625762939453,122.3957985639572,0.008629824592866906
611497391.0,0.0940471949211548,12.000240004800098,0.022459999999999924,0.5052975841166384,0.020780000000000017,0.07673818181818183,0.07697999999999983,90.0,-31.093751907348636,18.531251907348636,-41.12500381469727,-37.28125381469727,,0.0008200000000000429,2.957851586407896,0.63764,0.63978,0.6732799999999999,,-61.9460551738739,50.0,0.2467987868255572,0.05842078849673271,-93.75000762939452,288.1510555744171,0.013662016457428816
612271508.0,-0.03233944041825894,6.000120002400049,0.12527999999999986,0.3947414607457169,0.023400000000000087,0.17796800000000002,0.15368000000000004,210.0,-28.406251907348636,32.0,-42.03125,-41.96875,,0.0007599999999998719,2.8866773465599262,0.9446200000000001,0.94642,0.9464799999999999,,-70.85195396060034,170.0,0.01827447761650454,0.033661697059869766,-89.78125762939453,171.3541001081467,0.01247494582141112
612893105.0,,1.0000200004000082,,,0.008759999999999879,,,190.0,-38.09375381469727,34.15625,-50.0,-49.90625381469727,,0.0005399999999999848,2.5649096705169607,0.5259,0.5270600000000001,0.5270999999999999,,-74.07988638626901,140.0,0.008847095602557456,0.047146543860435486,-92.93750762939452,155.72912991046906,0.011431497679389644
613432876.0,,2.0000400008000163,0.053600000000000085,0.0,0.016659999999999897,0.053600000000000085,0.053600000000000085,130.0,-31.437501907348636,31.531251907348636,-44.56250381469727,-43.75000381469727,,0.0006399999999999738,3.1063134999965865,0.5841000000000001,0.5855999999999999,0.6213,,-67.9183402783943,90.0,0.0988452997240807,0.05814490839838981,-92.15625,213.15112709999084,0.012544307568876116
614728680.0,,1.0000200004000082,,,0.009260000000000046,,,450.0,-29.59375,14.0,-53.6875,-53.62500381469727,,0.000320000000000098,1.1766587787758584,0.5121,0.51274,0.5128199999999999,0.00985999999999998,-69.87754221165434,400.0,-0.06047421291351793,0.013459932059049606,-81.12500762939453,87.63017505407333,0.00910808327709164
623326230.0,,2.0000400008000163,0.15413999999999994,0.0,0.07820000000000005,0.15413999999999994,0.15413999999999994,190.0,-27.625001907348636,33.218753814697266,-46.78125381469727,-44.62500381469727,,0.0004599999999999049,1.7176270204638482,0.6471199999999999,0.64804,0.66282,,-66.3269582895132,130.0,0.17649919098695754,0.167729452252388,-83.28125762939453,136.71869039535522,0.012539564642176005
623326953.0,0.04697194829701416,11.000220004400088,0.053200000000000136,0.2764213958047153,0.039239999999999935,0.095898,0.09717000000000008,90.0,-32.750003814697266,22.750001907348636,-48.68750381469727,-47.25000381469727,,0.000600000000000156,2.08351612965116,0.6316999999999999,0.6331600000000001,0.65154,,-57.23485636711121,59.99999618530274,0.35714994953872464,0.18371520936489105,-81.43750762939453,169.79169845581058,0.01879170606996896
623415197.0,0.011462286024117712,41.000820016400326,0.01893999999999996,0.2818913242742615,0.047379999999999985,0.023785999999999998,0.021230000000000082,190.0,-33.1875,6.25,-54.96875381469727,-54.21875381469727,,0.0005600000000001161,1.7645041317148416,0.61958,0.62134,0.6223799999999999,0.03981999999999997,-72.10509532206767,150.0,0.7358308906064828,0.07728106528520584,-86.71875,104.68752682209015,0.005331820716622749
623434306.0,0.09010757724681764,12.000240004800098,0.02688000000000001,0.7333514933837886,0.025819999999999958,0.06072545454545455,0.04620000000000002,130.0,-39.0625,19.843751907348636,-55.31250381469727,-55.28125,-52.90625381469727,0.000520000000000076,1.9314918359940256,0.5644600000000001,0.5656399999999999,0.5657000000000001,0.12772000000000006,-71.6289622783661,80.0,0.4421873214367175,0.15234538912773132,-100.43750762939452,243.3594614267349,0.015233536884362697
623813235.0,0.045370866769341225,23.000460009200182,0.00873999999999997,0.4582686137932401,0.009239999999999915,0.04382181818181818,0.03981000000000001,70.0,-50.0,26.28125,-56.68750381469727,-56.50000381469727,-54.875,0.00048000000000003606,2.2064784488489955,0.5651200000000001,0.5663799999999999,0.5666199999999999,0.11274000000000005,-64.61246853783017,20.0,0.1352502293877093,0.0023602137807756662,-98.06250762939452,277.21348404884344,0.01714414141101541
623891125.0,0.03603334786534946,19.000380007600157,0.016179999999999858,0.2771732353926062,0.01974000000000009,0.05291666666666666,0.057329999999999985,70.0,-49.50000381469727,11.750000953674315,-62.46875381469727,-62.375,,0.0007600000000000938,2.130770978905689,0.5687599999999999,0.5705600000000001,0.5707800000000001,0.0878000000000001,-74.80890619187126,29.99999809265137,0.27529620097151397,0.2666870951652527,-96.71875,599.2188453674316,0.03696463405752239
623945953.0,0.014775657413596002,21.00042000840017,0.03299999999999992,0.16694520899093465,0.03448000000000006,0.046004,0.04491999999999996,110.0,-39.93750381469727,1.5625,-54.37500381469727,-52.71875,,0.0007800000000000028,2.033058418134985,0.7567999999999999,0.7590399999999999,0.7732399999999999,,-67.98327347327923,70.0,0.3013430982443242,0.1772354543209076,-95.09375762939452,246.0938096046448,0.0238879190700273
623989470.0,0.1745752782659662,3.0000600012000245,0.028179999999999875,0.1745752782659662,0.03316000000000008,0.03413999999999995,0.03413999999999995,100.0,-43.0,24.6875,-60.68750381469727,-60.59375381469727,,0.0006399999999999738,2.0792769503248727,0.55948,0.56104,0.5613199999999999,0.07157999999999998,-74.2928862138228,59.99999618530274,0.22030581890605025,0.09925753623247148,-100.09375,222.5261032581329,0.0200480230081948
626069976.0,0.055203803071441,13.000260005200104,0.016919999999999824,0.5258373668026508,0.007160000000000054,0.06076999999999999,0.0585,70.0,-48.96875,13.625000953674315,-57.31250381469727,-56.96875381469727,-55.00000381469727,0.0005800000000000249,2.1271247467353365,0.55348,0.55484,0.5551599999999999,0.20163999999999985,-59.9253248917429,29.99999809265137,0.3114645557161038,0.0661449134349823,-90.06250762939453,291.2761270999908,0.02781369934442527
626082009.0,,2.0000400008000163,0.02298,0.0,0.018180000000000085,0.02298,0.02298,70.0,-41.78125,28.250001907348636,-58.81250381469727,-58.81250381469727,,0.0007399999999999629,1.7311342609556513,0.5837600000000001,0.5854199999999999,0.5854199999999999,,-64.44202688465948,29.99999809265137,0.03928125529030338,0.04965262860059738,-99.46875,318.74999403953547,0.022422089240441367
626103966.0,0.03309026847394828,24.0004800096002,0.013660000000000005,0.35433950719778057,0.03079999999999994,0.03962434782608695,0.042540000000000015,90.0,-43.28125381469727,26.5625,-54.81250381469727,-54.65625381469727,,0.0007200000000000539,2.2355489781240747,0.6683600000000001,0.6698999999999999,0.6700200000000001,0.15229999999999988,-68.21283622409986,40.0,0.3512642786704863,0.193864107131958,-98.71875762939452,322.9166269302368,0.04107704988316119
626153003.0,,2.0000400008000163,0.027279999999999967,0.0,0.016960000000000086,0.027279999999999967,0.027279999999999967,150.0,-44.03125,31.125001907348636,-59.68750381469727,-59.59375381469727,,0.00042000000000008697,1.8555402867503448,0.5502400000000001,0.55114,0.5512600000000001,,-69.77822748819986,110.0,0.16761932707081206,0.018905408680438995,-86.03125,144.6613967418671,0.011237324988088382
627876797.0,0.07408872663954685,17.000340006800133,0.02479999999999993,0.8474665663209643,0.03380000000000005,0.059979999999999985,0.04542999999999997,150.0,-39.59375381469727,13.906250953674315,-56.50000381469727,-54.65625381469727,,0.000439999999999996,1.6445957126552282,0.6962599999999999,0.6972400000000001,0.70912,,-74.09387803077699,100.0,0.4215370365973301,0.213788241147995,-92.96875762939452,170.9635704755783,0.012735844798919435
627881581.0,0.3084613508900281,3.0000600012000245,0.028359999999999937,0.3084613508900281,0.02937999999999996,0.04100999999999999,0.04100999999999999,150.0,-38.4375,32.125,-52.40625,-52.34375381469727,,0.000439999999999996,1.9778120074876209,0.6013200000000001,0.60222,0.6022399999999999,,-67.79894471168518,100.0,0.0576358851309576,0.10792837291955948,-87.03125,172.78654873371124,0.01494694761456016
627883518.0,,2.0000400008000163,0.02629999999999999,0.0,0.02153999999999989,0.02629999999999999,0.02629999999999999,110.0,-42.5,20.78125,-51.78125381469727,-50.93750381469727,,0.00048000000000003606,2.2929339793469725,0.6248600000000001,0.6260600000000001,0.6417999999999999,,-67.30596033732097,70.0,0.030457187605092813,0.019479215145111084,-91.09375762939452,209.5051407814026,0.019825329450994227
636854912.0,,1.0000200004000082,,,0.030599999999999964,,,150.0,-38.34375381469727,31.125001907348636,-54.06250381469727,-53.90625,,0.00041999999999986487,1.903313311550953,0.54592,0.5468999999999999,0.54704,,-66.54952161065464,110.0,0.011666900188340951,0.045717045664787286,-88.40625762939453,163.2813364267349,0.011472437898387287
636856236.0,,1.0000200004000082,,,0.01741999999999999,,,90.0,-42.81250381469727,33.59375,-56.96875381469727,-56.90625381469727,,0.000460000000000127,2.064269984644921,0.5604,0.56138,0.56142,,-68.05397360665458,50.0,0.01375027500550011,0.03761788085103035,-101.53125,268.8802480697632,0.029720234140112507
