,637879731.0,657042607.0,676732261.0,698027101.0,706191067.0,750378755.0,750472575.0,750472605.0,751325916.0,760280508.0,761429710.0,761473866.0,765891067.0,780505306.0,808529175.0,809636700.0,828778207.0,836844418.0,839551898.0,844965212.0,857220013.0,913968022.0
adapt,0.0902300613496947,0.029410848194495274,0.04508878794488834,-0.046357435315762426,0.14550944790370496,-0.016269429524449333,0.07207317394935187,0.14479919834720242,0.08377997814125301,0.04617243180115652,0.005065387547770422,0.052360836939001835,0.0017193710859251814,0.03717398990440985,,0.01012002169429269,0.02818795218157364,0.013240730048422253,0.024810696994316758,0.2265042019631375,0.13043828720702721,0.3583364721337936
avg_rate,7.412623698157963,24.47641750383109,11.012774818789797,24.363833243096916,10.006575749778426,10.73844722053191,14.732747952148038,8.984264702107453,11.367770098217534,14.873708691654498,39.058685675227025,18.022708612852195,170.85456741390996,25.02737368997341,2.174858634188778,18.200018200018203,18.77205716717143,37.558899182809405,20.419414779572417,5.410377103284099,10.82485386447283,4.450477313691894
first_isi,0.006680000000000019,0.010659999999999892,0.018359999999999932,0.0583800000000001,0.026799999999999935,0.0847,0.032219999999999915,0.01532,0.018380000000000063,0.039080000000000004,0.02083999999999997,0.011619999999999964,0.0044799999999999285,0.018259999999999943,0.034399999999999986,0.017259999999999942,0.029299999999999993,0.014959999999999973,0.019339999999999913,0.04044000000000003,0.020199999999999996,0.02195999999999998
isi_cv,0.1953138370357345,0.5641542904881959,0.2507194925460265,1.174341422759943,0.6378015910630032,0.34471942477402184,0.33264954288223925,0.4623176112234957,1.402518733366529,0.2437838245682445,0.13335547995446376,0.5263663389598434,0.09183796502578044,0.23755423220263952,0.0,0.15474549433502002,0.18627691650593636,0.15986149859870877,0.43553191252374474,0.367578031507786,1.075670037562222,0.6382168484682718
latency,0.021320000000000006,0.009660000000000002,0.013279999999999959,0.004899999999999904,0.02326000000000006,0.03742000000000001,0.04358000000000006,0.022380000000000067,0.02061999999999997,0.03700000000000003,0.04922000000000004,0.015220000000000011,0.0016200000000000658,0.018460000000000032,0.036760000000000015,0.02072000000000007,0.01860000000000006,0.016800000000000037,0.02404000000000006,0.05130000000000001,0.017220000000000013,0.02066000000000001
mean_isi,0.007560000000000011,0.04094545454545455,0.03100400000000001,0.010265882352941177,0.05075666666666667,0.080148,0.06628222222222219,0.04043333333333332,0.08637777777777778,0.064996,0.024107741935483866,0.05227529411764705,0.00588591304347826,0.039009333333333326,0.034399999999999986,0.02018266666666666,0.05202142857142856,0.026804374999999995,0.04959263157894736,0.06864666666666668,0.10166857142857141,0.05316666666666666
median_isi,0.006680000000000019,0.036149999999999904,0.030870000000000064,0.007159999999999833,0.03850000000000009,0.08151999999999993,0.06347999999999998,0.03704000000000002,0.03586,0.06488999999999995,0.023320000000000007,0.04914000000000007,0.005900000000000016,0.03986000000000001,0.034399999999999986,0.019560000000000022,0.053830000000000044,0.027320000000000066,0.04936000000000007,0.06381999999999999,0.05679999999999996,0.03720000000000001
stim_amp,90.0,90.0,50.0,290.0,110.0,170.0,140.0,80.0,70.0,110.0,420.0,100.0,479.9999694824219,80.0,70.0,220.0,200.0,70.0,90.0,110.0,100.0,150.0
threshold_v,-43.812503814697266,-44.90625,-35.5,-57.375003814697266,-39.375003814697266,-39.181251525878906,-31.718753814697266,-34.162498474121094,-41.89374923706055,-44.287498474121094,-25.962501525878906,-37.687503814697266,-45.150001525878906,-31.243751525878906,-34.29375076293945,-30.993749618530273,-32.256248474121094,-37.47500228881836,-45.75625228881836,-35.76874923706055,-38.61249923706055,-39.131248474121094
peak_v,19.3125,19.718751907348633,38.625,7.46875,38.656253814697266,14.72499942779541,21.568750381469727,35.10000228881836,6.218750476837158,23.299999237060547,18.44999885559082,27.356250762939453,19.131250381469727,44.45000457763672,45.15625,17.393749237060547,31.66250228881836,38.70624923706055,2.168750047683716,8.15625,45.13750076293945,25.76875114440918
trough_v,-59.09375,-51.468753814697266,-48.625003814697266,-77.00000762939453,-59.000003814697266,-51.45000457763672,-46.03125,-47.868751525878906,-52.70000076293945,-60.06875228881836,-47.84375,-48.70625305175781,-64.85625457763672,-45.51875305175781,-52.20000457763672,-54.57500457763672,-47.58125305175781,-52.53750228881836,-52.599998474121094,-55.80624771118164,-48.78750228881836,-50.57500457763672
fast_trough_v,-53.656253814697266,-47.156253814697266,-48.281253814697266,-76.84375,-58.875003814697266,-50.29375457763672,-45.906253814697266,-47.6875,-52.38750076293945,-60.031253814697266,-47.243751525878906,-43.150001525878906,-64.80000305175781,-39.70000076293945,-52.150001525878906,-54.48125457763672,-44.32500076293945,-52.31875228881836,-52.38125228881836,-55.781253814697266,-46.14999771118164,-45.843753814697266
adp_v,,,,,,,,,,,,,,,,,,,,,,
width,0.0005800000000000249,0.0007599999999998719,0.001100000000000101,0.000320000000000098,0.00045999999999990493,0.0012199999999999989,0.0006400000000000849,0.0006399999999999739,0.0008999999999999009,0.0005800000000000249,0.00046000000000001595,0.0006599999999999939,0.00039999999999995595,0.0007000000000000339,0.0006200000000000649,0.00039999999999995595,0.0006800000000000139,0.0006599999999999939,0.0008000000000000229,0.0007800000000000029,0.0007800000000000029,0.0007599999999999829
