,750400315.0,750405307.0,750415413.0,750421101.0,750421132.0,750424273.0,750436969.0,750440911.0,750440984.0,750446086.0,750461799.0,750461846.0,750462319.0,750464909.0,750465208.0,750465238.0,750465525.0,750467051.0,750472545.0
adapt,0.012821710599061729,,0.023868642572792465,0.012597066416802163,0.015527323086584981,0.10135297874370151,0.07801094360369425,0.04411660934416457,0.07756463719766821,0.07508972040915746,0.07876938748234917,0.041815287583516506,0.23420355656450895,0.01405358755756597,0.05917773292477632,0.10597094958813254,0.05362505753762522,0.024220430375491063,0.33928571428571375
avg_rate,14.000280005600114,2.0000400008000163,9.000180003600073,15.000300006000122,15.000300006000122,9.000180003600073,8.000160003200065,12.000240004800098,3.0000600012000245,11.00022000440009,8.000160003200065,12.000240004800098,3.0000600012000245,16.00032000640013,13.000260005200106,5.000100002000041,16.00032000640013,22.00044000880018,3.0000600012000245
first_isi,0.08384000000000003,0.05703999999999998,0.025359999999999938,0.05901999999999996,0.04805999999999999,0.035620000000000096,0.05889999999999995,0.035700000000000065,0.022119999999999918,0.027140000000000053,0.03366000000000002,0.025700000000000056,0.020240000000000036,0.04903999999999997,0.02414000000000005,0.03188000000000002,0.02202000000000004,0.023399999999999976,0.04144000000000003
isi_cv,0.6423967156437957,0.0,0.16788499643324917,0.12553884289255493,0.17083965107158955,0.48120473241832934,0.24193488417984998,0.23540305523425972,0.07756463719766821,0.84425806337218,0.3014830222359369,0.9502921648644618,0.23420355656450895,0.12988336681087456,0.609855326937965,0.26516800551740627,0.48084793615072313,0.2556111001891651,0.33928571428571375
latency,0.04486000000000001,0.03195999999999999,0.035600000000000076,0.03722000000000003,0.04264000000000001,0.04393999999999998,0.03924000000000005,0.039080000000000004,0.01982000000000006,0.03727999999999998,0.04586000000000001,0.034619999999999984,0.019120000000000026,0.05036000000000007,0.026839999999999975,0.04244000000000003,0.02956000000000003,0.031200000000000006,0.027220000000000022
mean_isi,0.07146615384615383,0.05703999999999998,0.029817499999999997,0.06784285714285714,0.06773857142857143,0.10206249999999999,0.12580285714285713,0.06075272727272727,0.02398,0.088056,0.057817142857142866,0.08428909090909091,0.02643000000000001,0.060223999999999986,0.07442166666666666,0.043215,0.062242666666666654,0.04511428571428571,0.06272
median_isi,0.053120000000000056,0.05703999999999998,0.028340000000000032,0.06940999999999997,0.06973999999999991,0.10416999999999998,0.1406599999999999,0.06346000000000007,0.02398,0.053149999999999975,0.05481999999999998,0.05926000000000009,0.02643000000000001,0.05737999999999999,0.07432999999999995,0.04025999999999996,0.04958000000000007,0.046439999999999926,0.06272
stim_amp,200.0,80.0,210.0,130.0,180.0,80.0,90.0,110.0,90.0,180.0,150.0,90.0,200.0,140.0,119.99999237060547,80.0,160.0,119.99999237060547,119.99999237060547
threshold_v,-45.400001525878906,-34.775001525878906,-30.043750762939453,-31.256250381469727,-35.743751525878906,-38.76874923706055,-28.306251525878906,-41.98749923706055,-40.07500457763672,-36.812503814697266,-33.20000457763672,-16.243749618530273,-39.92500305175781,-35.587501525878906,-42.30624771118164,-28.431251525878906,-43.400001525878906,-35.73125076293945,-38.92499923706055
peak_v,15.199999809265137,42.49374771118164,17.26249885559082,32.44375228881836,16.256250381469727,25.556251525878906,30.712499618530273,34.52499771118164,31.35624885559082,18.924999237060547,24.67500114440918,58.812503814697266,33.38750076293945,27.481250762939453,30.212501525878906,29.26875114440918,24.71875,34.78125,20.431249618530273
trough_v,-56.0,-51.57500457763672,-58.75625228881836,-49.66875076293945,-51.20625305175781,-52.41875457763672,-43.94375228881836,-56.687503814697266,-51.631248474121094,-48.437503814697266,-46.38750457763672,-31.60000228881836,-54.76250457763672,-53.73125076293945,-52.875,-45.36250305175781,-59.03125,-54.40625,-51.000003814697266
fast_trough_v,-53.88750457763672,-51.500003814697266,-58.718753814697266,-46.843753814697266,-47.000003814697266,-52.36874771118164,-36.48125457763672,-56.493751525878906,-51.500003814697266,-47.006248474121094,-45.400001525878906,-31.575002670288086,-54.70625305175781,-53.36249923706055,-52.687503814697266,-45.29375076293945,-58.88750457763672,-54.349998474121094,-50.900001525878906
adp_v,,,,,,,,,,,,,,,,,,,
width,0.0009799999999999809,0.0007599999999999829,0.00043999999999999595,0.001060000000000061,0.0014800000000000368,0.0006199999999999539,0.0008799999999999919,0.0008199999999999319,0.0007600000000000939,0.00047999999999992493,0.0005600000000000049,0.0007999999999999119,0.00041999999999997595,0.0007000000000000339,0.0005399999999999849,0.0007199999999999429,0.00047999999999992493,0.0005199999999999649,0.0006599999999999939
upstroke_downstroke_ratio,2.5191592402617227,3.025999295007973,1.2824967023415033,3.5430586448927173,3.740152036664151,2.207140255504185,2.9384098973149464,2.9296759229722613,2.742415429898803,2.1055311455289574,2.08929431421712,2.853667594809749,1.89455058777245,2.7928012193492724,2.1868748087572807,1.9649123877020511,2.0058058849550937,2.2456607992015845,2.264359995071209
peak_t,0.53788,0.62226,0.5856,0.598,0.59124,0.7027800000000001,0.62948,0.63134,0.60358,0.59216,0.64218,0.68918,0.5383600000000001,0.66156,0.59096,0.77898,0.5784,0.60448,0.61254
fast_trough_t,0.54118,0.62388,0.58652,0.60144,0.59674,0.70406,0.63132,0.63338,0.60562,0.59326,0.6436000000000001,0.69096,0.5392600000000001,0.66354,0.5923200000000001,0.78054,0.57954,0.60568,0.61414
trough_t,0.54774,0.62402,0.5865400000000001,0.60938,0.61336,0.7041000000000001,0.6728000000000001,0.6336,0.60596,0.6028,0.66202,0.69106,0.5393,0.66442,0.59246,0.78062,0.5797,0.60596,0.61426
