,601506507.0,601790961.0,601803754.0,601808698.0,601810307.0,601811091.0,602231708.0,602535278.0,604626221.0,604646725.0,605060256.0,605160536.0,606098116.0,606271263.0,606308411.0,611497391.0,612271508.0,612893105.0,613432876.0,614728680.0,623326230.0,623326953.0,623415197.0,623434306.0,623813235.0,623891125.0,623945953.0,623989470.0,626069976.0,626082009.0,626103966.0,626153003.0,627876797.0,627881581.0,627883518.0,636854912.0,636856236.0,636946168.0,637321656.0,637327988.0,637329085.0,637362685.0,637365495.0,637379909.0,637381329.0,637824948.0,637846989.0,637853303.0,637866154.0
adapt,0.14876404494382187,0.20960533746599339,,0.034133114674911674,0.023364393767029312,0.011370246366331604,0.18786588610964072,0.0904005236379763,0.10278156252698292,,,0.08197245800019756,0.004923765465555793,0.0021410027004772586,0.09178900450468401,0.09404719492115479,-0.03233944041825894,,,,,0.046971948297014156,0.011462286024117713,0.09010757724681764,0.045370866769341225,0.036033347865349466,0.014775657413596002,0.1745752782659662,0.055203803071440995,,0.033090268473948276,,0.07408872663954685,0.30846135089002813,,,,,0.01599692719897385,0.0035842293906845693,0.3908430255689904,0.059689198325602086,0.25309569513390745,,,0.0623971921627431,0.003579464566662428,0.022218434325695615,-0.006300437630143957
avg_rate,3.0000600012000245,8.000160003200065,1.0000200004000082,24.000480009600196,14.000280005600114,23.000460009200186,3.0000600012000245,5.000100002000041,4.000080001600033,2.0000400008000163,2.0000400008000163,17.000340006800137,41.00082001640033,77.00154003080063,5.000100002000041,12.000240004800098,6.000120002400049,1.0000200004000082,2.0000400008000163,1.0000200004000082,2.0000400008000163,11.00022000440009,41.00082001640033,12.000240004800098,23.000460009200186,19.000380007600153,21.00042000840017,3.0000600012000245,13.000260005200106,2.0000400008000163,24.000480009600196,2.0000400008000163,17.000340006800137,3.0000600012000245,2.0000400008000163,1.0000200004000082,1.0000200004000082,1.0000200004000082,8.000160003200065,3.0000600012000245,6.000120002400049,12.000240004800098,8.000160003200065,1.0000200004000082,2.0000400008000163,15.000300006000122,6.000120002400049,26.000520010400212,10.000200004000082
first_isi,0.018939999999999957,0.023479999999999945,,0.014920000000000044,0.04540000000000011,0.03055999999999992,0.01525999999999983,0.03927999999999998,0.01541999999999999,0.022620000000000084,0.04833999999999983,0.007319999999999993,0.019360000000000044,0.009219999999999784,0.014060000000000183,0.022459999999999924,0.12527999999999984,,0.05360000000000009,,0.15413999999999994,0.053200000000000136,0.018939999999999957,0.026880000000000015,0.00873999999999997,0.01617999999999986,0.03299999999999992,0.028179999999999872,0.016919999999999824,0.02298,0.013660000000000005,0.02727999999999997,0.024799999999999933,0.02835999999999994,0.02629999999999999,,,,0.017959999999999976,0.005560000000000009,0.0043199999999998795,0.03756000000000004,0.005399999999999849,,0.25150000000000006,0.02615999999999996,0.16687999999999992,0.007139999999999924,0.10850000000000004
isi_cv,0.14876404494382187,1.0965321022292043,,0.4332771362183086,0.4087614661512205,0.10194699457501641,0.18786588610964072,0.24196120019474066,0.1652355645846473,0.0,0.0,1.9932061074934215,0.19310625377337926,0.1414441361395225,0.1958912934127967,0.5052975841166384,0.39474146074571687,,0.0,,0.0,0.2764213958047153,0.2818913242742615,0.7333514933837886,0.4582686137932401,0.2771732353926062,0.16694520899093465,0.1745752782659662,0.5258373668026508,0.0,0.35433950719778057,0.0,0.8474665663209643,0.30846135089002813,0.0,,,,0.633140961526223,0.0035842293906845693,0.7294939509076308,0.33990236775172417,1.3727052872980934,,0.0,0.6733642848627726,0.04821048125903517,0.20151123084568273,0.04682091717099872
latency,0.034440000000000026,0.028739999999999988,0.09187999999999996,0.013700000000000045,0.03933999999999993,0.03712000000000004,0.013600000000000056,0.03815999999999997,0.013479999999999936,0.0250999999999999,0.019260000000000055,0.01981999999999995,0.05353999999999992,0.009640000000000093,0.014319999999999888,0.02078000000000002,0.023400000000000087,0.008759999999999879,0.016659999999999897,0.009260000000000046,0.07820000000000005,0.03923999999999994,0.04737999999999998,0.025819999999999954,0.009239999999999915,0.01974000000000009,0.034480000000000066,0.03316000000000008,0.007160000000000055,0.018180000000000085,0.03079999999999994,0.016960000000000086,0.03380000000000005,0.02937999999999996,0.021539999999999893,0.03059999999999996,0.01741999999999999,0.05824000000000007,0.012680000000000025,0.023719999999999963,0.00878000000000001,0.04576000000000002,0.019460000000000033,0.06255999999999995,0.6272199999999999,0.012599999999999945,0.07546000000000008,0.0033000000000000806,0.05244000000000004
mean_isi,0.022249999999999992,0.12085714285714287,,0.04133130434782609,0.0737723076923077,0.043192727272727265,0.018789999999999973,0.051815,0.019513333333333344,0.022620000000000084,0.04833999999999983,0.05691500000000001,0.023636,0.012962105263157891,0.020080000000000042,0.07673818181818182,0.177968,,0.05360000000000009,,0.15413999999999994,0.095898,0.023785999999999995,0.06072545454545455,0.043821818181818184,0.05291666666666666,0.046004,0.03413999999999995,0.06076999999999999,0.02298,0.03962434782608695,0.02727999999999997,0.05997999999999999,0.04100999999999999,0.02629999999999999,,,,0.025679999999999988,0.005580000000000029,0.12822399999999998,0.07426545454545454,0.12716,,0.25150000000000006,0.06567142857142858,0.171204,0.014851999999999999,0.09990888888888888
median_isi,0.022249999999999992,0.05242000000000013,,0.036920000000000064,0.06816,0.04328999999999994,0.018789999999999973,0.05001,0.01981999999999995,0.022620000000000084,0.04833999999999983,0.020199999999999996,0.022780000000000022,0.012850000000000028,0.02089999999999992,0.07697999999999983,0.15368000000000004,,0.05360000000000009,,0.15413999999999994,0.09717000000000009,0.021230000000000082,0.04620000000000002,0.03981000000000001,0.05732999999999999,0.04491999999999996,0.03413999999999995,0.058499999999999996,0.02298,0.04254000000000002,0.02727999999999997,0.04542999999999997,0.04100999999999999,0.02629999999999999,,,,0.018199999999999994,0.005580000000000029,0.16544000000000003,0.07213999999999987,0.04328000000000021,,0.25150000000000006,0.04244999999999999,0.17005999999999988,0.01413999999999982,0.09992000000000001
stim_amp,70.0,150.0,130.0,90.0,130.0,90.0,70.0,130.0,70.0,90.0,130.0,70.0,420.0,190.0,230.0,90.0,210.0,190.0,130.0,450.0,190.0,90.0,190.0,130.0,70.0,70.0,110.0,100.0,70.0,70.0,90.0,150.0,150.0,150.0,110.0,150.0,90.0,130.0,130.0,130.0,90.0,130.0,130.0,90.0,300.0,70.0,170.0,110.0,230.0
threshold_v,-33.843753814697266,-54.093753814697266,-33.28125,-49.84375,-32.53125,-33.156253814697266,-50.031253814697266,-41.25,-38.78125,-35.437503814697266,-34.15625,-37.71875,-33.34375,-35.5,-31.281251907348633,-31.093751907348633,-28.406251907348633,-38.093753814697266,-31.437501907348633,-29.59375,-27.625001907348633,-32.750003814697266,-33.1875,-39.0625,-50.0,-49.500003814697266,-39.937503814697266,-43.0,-48.96875,-41.78125,-43.281253814697266,-44.03125,-39.593753814697266,-38.4375,-42.5,-38.343753814697266,-42.812503814697266,-33.59375,-31.625001907348633,-44.96875,-42.125,-37.0,-37.687503814697266,-66.28125,-22.718751907348633,-50.25,-60.125003814697266,-35.0,-34.6875
